make,model,trim,mileage,price,year,month
Ford,F150 Super Cab,Lariat 6 1/2 ft,48926,29100,2013,august
Chevrolet,Camaro,SS,6204,25800,2014,august
Nissan,Maxima,Platinum,18855,28700,2018,august
Nissan,Pathfinder,SL,12395,27700,2018,august
Ford,Mustang,GT,17016,26500,2017,august
Ram,1500 Quad Cab,Big Horn 6 1/3 ft,59098,24300,2013,august
Toyota,Highlander,XLE,62138,26300,2016,august
Hyundai,Sonata,SE,34910,14600,2016,august
BMW,X1,xDrive28i,33141,26300,2016,august
BMW,X1,xDrive28i,31750,29000,2017,august
GMC,Terrain,SLE-1,32747,16900,2017,august
Hyundai,Genesis,3.8,56478,21200,2015,august
Chrysler,300,300C,66561,19800,2016,august
Mercedes-Ben...,C-Class,C 300 4MATIC,39144,24100,2016,august
MINI,Countryman,Cooper S,31294,20700,2016,august
Ford,Fusion,SE Hybrid,59560,14400,2017,august
Lexus,ES,ES 350,35306,27500,2017,august
Hyundai,Sonata,SE,39580,14100,2016,august
Hyundai,Veloster,Turbo R-Spec,9596,23300,2019,august
Lexus,NX,300h,45485,28500,2016,august
GMC,Acadia,SLE-1,27359,21500,2017,august
Toyota,Highlander,XLE,28651,27900,2016,august
Acura,TLX,3.5,28491,22800,2016,august
Buick,Encore,Encore,34768,15200,2016,august
Toyota,Prius Prime,Advanced,7099,27400,2018,august
Chevrolet,Camaro,SS,62584,23100,2014,august
Hyundai,Elantra,SE,47877,13200,2017,august
Toyota,Tacoma Access Cab,6 ft,12102,27600,2015,august
Toyota,Corolla,LE,16219,15800,2018,august
Acura,ILX,ILX,22450,18700,2016,august
Nissan,Murano,SL,30809,21100,2015,august
Honda,CR-V,EX,44577,18300,2016,august
Dodge,Charger,SXT,36004,20200,2016,august
Jeep,Grand Cherokee,Laredo E,33401,21800,2015,august
Volvo,S80,T6 Platinum (2015.5),64748,21800,2015,august
Acura,TLX,3.5,51518,20200,2015,august
Acura,RDX,RDX,55826,21600,2016,august
Volkswagen,Touareg,VR6 Sport,32364,26000,2016,august
GMC,Terrain,SLE-2,20400,18000,2016,august
Toyota,Corolla,S,61098,14000,2015,august
Acura,MDX,SH-AWD,58632,28500,2016,august
Honda,Accord,EX-L,18985,22900,2016,august
Toyota,Corolla,LE,1662,16900,2018,august
Toyota,Tacoma Double Cab,SR5 5 ft,28369,25900,2016,august
Toyota,Camry,LE,37447,17900,2018,august
Nissan,Murano,Platinum,54740,23300,2015,august
Ford,Expedition,XLT,42399,29000,2015,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,69899,26500,2014,august
Toyota,Corolla,LE,55602,15300,2017,august
Toyota,Camry,LE,74685,21600,2018,august
Audi,Q3,Prestige,45400,23400,2016,august
Acura,ILX,2.0L,43800,16500,2014,august
Jeep,Grand Cherokee,Overland,71250,26500,2016,august
Nissan,Frontier Crew Cab,Desert Runner 5 ft,6475,25500,2018,august
INFINITI,QX70,3.7,41063,27700,2016,august
Nissan,Murano,S,43659,22300,2016,august
Audi,Q3,Premium,12294,27000,2018,august
Kia,Optima,LX,28370,14600,2017,august
Ford,Explorer,XLT,48619,24500,2017,august
Nissan,Versa,SV,31058,12800,2018,august
Hyundai,Sonata,SE,37883,14100,2016,august
Volkswagen,Tiguan,2.0T S 4Motion,5548,19200,2017,august
Acura,TLX,3.5,70388,20300,2016,august
Ford,Escape,Titanium,44502,17300,2016,august
Volkswagen,Tiguan,2.0T S 4Motion,27999,17500,2017,august
Honda,Accord,EX,69240,14600,2013,august
BMW,3 Series,320i,55404,21000,2016,august
Jeep,Patriot,Latitude,34848,15100,2016,august
Volkswagen,Tiguan,2.0T SE,29696,24300,2018,august
Honda,Accord,Touring,26673,23000,2016,august
Toyota,Corolla,LE,18385,15800,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,20353,26900,2017,august
Kia,Soul,Soul,23567,14300,2016,august
Buick,Encore,Convenience,17760,16200,2016,august
Ford,Escape,S,8934,18400,2018,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,60084,25500,2012,august
Jeep,Cherokee,Latitude,27475,20100,2016,august
Jeep,Cherokee,Latitude,27568,19100,2016,august
Buick,Encore,Sport Touring,20390,17300,2017,august
GMC,Acadia,Denali,41171,28800,2016,august
Ford,Mustang,EcoBoost Premium,10353,22500,2015,august
Chevrolet,Malibu,LT,7269,18700,2018,august
Audi,S4,Prestige,57750,27100,2014,august
Hyundai,Genesis Coupe,3.8,32532,21500,2016,august
Jeep,Cherokee,Latitude,22001,18400,2016,august
Honda,Odyssey,Touring,82316,20500,2013,august
Jeep,Grand Cherokee,Overland,74311,25400,2015,august
Honda,Accord,EX-L,4483,26600,2018,august
Honda,CR-V,EX,56619,15900,2012,august
Jeep,Cherokee,TrailHawk,28973,22300,2014,august
Honda,Fit,Sport,60288,12500,2013,august
Jeep,Wrangler,Unlimited Sahara,36311,27700,2014,august
Nissan,JUKE,S,51185,16200,2015,august
GMC,Terrain,SLE-2,32543,18000,2016,august
Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,73900,26800,2017,august
GMC,Acadia,SLE-2,32105,26200,2017,august
Mitsubishi,Eclipse Cross,ES,438,18500,2018,august
Scion,FR-S,FR-S,4834,20600,2015,august
Toyota,Prius Prime,Premium,9646,27000,2018,august
Kia,Optima,Limited,41496,17800,2015,august
Hyundai,Sonata,Sonata,17367,15300,2017,august
Toyota,Corolla,LE,30454,15200,2017,august
Subaru,Impreza,2.0i Premium,1895,20700,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,27120,28700,2017,august
FIAT,124 Spider,Classica,20287,19200,2017,august
Honda,Accord,EX-L,30806,20000,2014,august
Acura,MDX,SH-AWD,43442,27500,2014,august
Ford,Focus,SE,9732,13900,2016,august
Honda,Accord,EX-L,3302,20200,2013,august
Chevrolet,Equinox,LS,14233,17900,2017,august
Honda,Accord,Sport,34631,18700,2016,august
Ford,Edge,SE,40669,21000,2015,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,21958,26100,2017,august
Chevrolet,Camaro,LT,9193,27500,2017,august
Cadillac,SRX,Luxury Collection,27361,25500,2016,august
Nissan,Rogue,S,36551,16500,2016,august
Ford,Explorer,XLT,25685,20100,2012,august
Acura,ILX,ILX,11926,19400,2016,august
Kia,Sorento,LX,25946,19300,2017,august
Toyota,RAV4,LE,42662,16500,2015,august
Mercedes-Ben...,M-Class,ML 550 4MATIC,61338,24300,2012,august
Mercedes-Ben...,M-Class,ML 350 4MATIC,51956,26000,2015,august
Dodge,Durango,Limited,40490,25900,2015,august
GMC,Terrain,SLE-2,21410,18300,2016,august
Ford,Mustang,GT Premium,29164,27800,2017,august
Jeep,Cherokee,High Altitude,20005,23500,2016,august
Hyundai,Elantra,SE,45754,13100,2017,august
FIAT,124 Spider,Classica,9584,22400,2018,august
Toyota,Avalon,XLE,34809,20700,2018,august
Lexus,RX,RX 350,52635,24300,2015,august
Buick,Encore,Encore,25897,15600,2016,august
Honda,Accord,EX-L,33515,20900,2016,august
Buick,Enclave,Leather,35686,24700,2016,august
Chevrolet,Camaro,LT,13952,26600,2018,august
Lincoln,MKZ,Premiere,23114,22100,2017,august
Jeep,Compass,Limited,7293,25100,2019,august
Honda,CR-V,EX,17272,25100,2017,august
Toyota,Camry,LE,9926,17900,2016,august
Nissan,Sentra,SV,15530,15000,2018,august
GMC,Acadia,SLT-1,69279,23100,2017,august
Jeep,Wrangler,Unlimited Sahara,34707,28800,2014,august
Cadillac,ATS,ATS,49572,21600,2017,august
Honda,Accord,Sport SE,48760,18300,2017,august
GMC,Canyon Crew Cab,SLT 5 ft,32346,26400,2016,august
Mercedes-Ben...,C-Class,C 300 4MATIC Luxury,58864,18300,2013,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,64775,24300,2013,august
BMW,5 Series,535i xDrive,33385,29100,2016,august
Ford,Mustang,GT,5799,29400,2017,august
Mercedes-Ben...,C-Class,C 300 4MATIC,37458,24100,2016,august
Toyota,RAV4,LE,35549,17600,2016,august
Nissan,Sentra,SV,37195,13400,2017,august
Ford,Mustang,GT,18422,26500,2017,august
Acura,TSX,TSX,45044,18100,2014,august
Jeep,Cherokee,Latitude,22399,17900,2016,august
Jeep,Grand Cherokee,Limited,6175,27100,2016,august
Chevrolet,Malibu,LS,28706,14900,2016,august
Buick,Enclave,Premium,43346,26600,2016,august
Buick,LaCrosse,Essence,38996,20700,2017,august
Nissan,Murano,SL,32904,20800,2015,august
Dodge,Challenger,R/T,20203,28700,2016,august
Nissan,Frontier Crew Cab,SV 5 ft,6751,23800,2017,august
Toyota,Avalon,XLE,32968,19700,2018,august
Chrysler,Pacifica,Touring L,33795,24200,2018,august
Lexus,CT,CT 200h,54640,18400,2015,august
Mazda,CX-5,Grand Touring,36336,20200,2016,august
Honda,Accord,Sport,11195,19500,2017,august
Volkswagen,Passat,1.8T S,26050,16800,2016,august
Dodge,Challenger,SXT Plus,9254,23900,2016,august
Subaru,XV Crosstrek,XV Crosstrek,78404,16100,2015,august
Toyota,Sienna,XLE,31496,27100,2016,august
BMW,3 Series,328i,21264,22200,2016,august
Honda,CR-V,LX,43049,16300,2013,august
Mazda,CX-5,Touring,40472,18300,2016,august
Mercedes-Ben...,M-Class,ML 350 4MATIC,60234,24200,2013,august
Nissan,Murano,SL,57100,19200,2015,august
Chrysler,200,Limited,16767,15100,2016,august
Toyota,Corolla,LE,16832,15600,2017,august
Audi,Q5,2.0T Premium Plus,38639,23400,2015,august
Toyota,Camry,SE,20930,17400,2017,august
BMW,2 Series,228i,40084,25400,2016,august
Volkswagen,Jetta,1.4T SE,39464,15600,2017,august
Cadillac,XT5,Luxury,25394,27200,2017,august
Chevrolet,Impala,Premier,54077,19900,2017,august
Toyota,Avalon,XLE,32091,21000,2018,august
Hyundai,Elantra,SE,46909,13700,2017,august
Honda,Accord,EX-L,38405,18300,2016,august
Honda,Civic,EX,25453,17400,2016,august
Ram,1500 Quad Cab,Express 6 1/3 ft,43892,24200,2014,august
Ford,Mustang,GT,16652,29500,2018,august
Ram,1500 Quad Cab,ST 6 1/3 ft,18740,22000,2012,august
Kia,Sedona,L,22001,20600,2016,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,41721,27600,2016,august
Ford,Edge,SEL,48934,17800,2016,august
Ford,Edge,SEL,50303,19600,2016,august
Chevrolet,Silverado 1500 Re...,Work Truck 8 ft,10154,25500,2018,august
BMW,Z4,sDrive35i,63955,21400,2011,august
Mercedes-Ben...,E-Class,E 350,22678,28200,2014,august
Ford,Mustang,V6,26061,19500,2016,august
Ford,Explorer,Sport,50090,24100,2013,august
Ford,Escape,Titanium,37207,19700,2017,august
Nissan,Pathfinder,SV,23780,21700,2018,august
Ford,Edge,SEL,20247,21500,2016,august
BMW,3 Series,328i xDrive,26578,24600,2016,august
Nissan,Versa Note,SV,41890,12800,2017,august
Toyota,Camry,XLE,74456,15300,2016,august
Ford,Focus,SE,20665,13600,2016,august
Acura,TLX,3.5,29365,21500,2016,august
Dodge,Challenger,R/T Shaker,5165,28100,2014,august
Mercedes-Ben...,C-Class,C 300 4MATIC,42287,21700,2015,august
Honda,Odyssey,Touring Elite,96105,21400,2014,august
Ford,Fusion,Titanium,35535,19400,2018,august
GMC,Canyon Crew Cab,SLT 5 ft,21393,27900,2016,august
Honda,CR-V,EX,7917,26900,2018,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,17989,28700,2017,august
Chevrolet,Traverse,LS,15182,22000,2016,august
Jeep,Cherokee,75th Anniversary,51934,18500,2016,august
Acura,TLX,2.4,46506,19000,2016,august
Acura,RDX,RDX,39065,24700,2017,august
Mazda,CX-9,Touring,45209,22900,2016,august
INFINITI,QX60,3.5,55173,25900,2016,august
Dodge,Charger,R/T,43121,24500,2017,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,41785,27200,2016,august
Mazda,CX-5,Touring,31960,19800,2018,august
Nissan,Maxima,SV,40081,19600,2018,august
Chevrolet,Equinox,LS,17258,17300,2017,august
Jeep,Cherokee,Latitude,11755,20400,2017,august
Hyundai,Elantra,SE,45628,13000,2017,august
Jeep,Grand Cherokee,Overland,63257,25800,2016,august
Acura,TLX,3.5,35238,22100,2016,august
Subaru,WRX,WRX,14124,24500,2018,august
Chevrolet,Spark,LS,10612,12700,2017,august
Cadillac,SRX,Luxury Collection,39952,25800,2016,august
INFINITI,FX,FX37,51104,21400,2013,august
Chevrolet,Avalanche,LTZ Pickup 5 1/4 ft,73933,25000,2011,august
Jeep,Cherokee,Limited,23582,20200,2016,august
Nissan,Murano,S,27617,22200,2017,august
Chrysler,200,Limited,36042,14800,2017,august
FIAT,124 Spider,Abarth,42035,21200,2017,august
Honda,Accord,LX,7812,21900,2018,august
Jeep,Compass,High Altitude Edition,14048,16700,2016,august
Chevrolet,Camaro,SS,29289,25300,2014,august
BMW,3 Series,328i,23631,21800,2016,august
Audi,A4,Ultra Premium,22039,26400,2018,august
GMC,Terrain,Denali,36405,21400,2016,august
Chevrolet,Traverse,LS,21878,21700,2016,august
Mercedes-Ben...,SLK-Class,SLK 350,27898,27200,2014,august
Nissan,Maxima,Platinum,25430,25300,2016,august
BMW,3 Series,320i,3779,27900,2018,august
Chevrolet,Camaro,LT,18970,24000,2018,august
GMC,Sierra 1500 Doubl...,SLE 6 1/2 ft,51045,28500,2015,august
Ford,Fusion,SE Hybrid,54208,14300,2017,august
BMW,3 Series,328i,43372,21300,2016,august
Buick,Encore,Preferred,14221,19000,2018,august
Hyundai,Elantra,SE,19513,14500,2017,august
Mercedes-Ben...,SL-Class,SL 550,53692,28900,2009,august
Buick,Encore,Encore,37206,14700,2016,august
Volkswagen,Passat,1.8T S,32693,16100,2016,august
Dodge,Journey,SXT,40930,16700,2017,august
Chevrolet,Malibu,LT,7569,16500,2016,august
Dodge,Journey,SE,22090,16300,2018,august
BMW,X3,xDrive28d,31141,28400,2016,august
Toyota,4Runner,SR5 Premium,75349,25500,2014,august
Nissan,Rogue,S,32170,15900,2016,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,27078,28900,2016,august
Hyundai,Veloster,Veloster,17453,14500,2016,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,35988,29400,2016,august
Toyota,Highlander,LE,26602,27700,2016,august
Subaru,WRX,WRX,722,27100,2019,august
Cadillac,XTS,Luxury Collection,21928,23000,2016,august
GMC,Acadia,Denali,43723,28800,2016,august
BMW,5 Series,535i,33751,27700,2016,august
Toyota,Corolla,LE,35561,13800,2016,august
Nissan,Altima,2.5 S,6580,18700,2017,august
Audi,A4,Premium Plus,20356,29500,2017,august
Mazda,CX-3,Sport,56194,15500,2016,august
Mercedes-Ben...,M-Class,ML 350 4MATIC,63553,25400,2015,august
Ford,F150 Super Cab,XLT 6 1/2 ft,18977,26100,2015,august
Chevrolet,Camaro,LT,72119,17400,2013,august
Jeep,Grand Cherokee,Overland,31816,29200,2016,august
Nissan,LEAF,SV,39164,11900,2015,august
Ford,F150 Super Cab,XLT 6 1/2 ft,50211,26100,2017,august
Honda,CR-V,EX-L,64964,18500,2013,august
Ram,1500 Crew Cab,Express 5 1/2 ft,33426,24600,2016,august
Nissan,Rogue,S,46205,15800,2017,august
Toyota,Highlander,XLE,26494,28000,2015,august
Toyota,Sienna,LE,43003,24300,2018,august
Chevrolet,Silverado 1500 Do...,Z71 LTZ 6 1/2 ft,51618,27400,2014,august
Buick,Encore,Encore,14943,15500,2016,august
Cadillac,CTS,2.0 Standard,21005,22400,2016,august
Volvo,XC60,T5 Platinum,47882,25200,2016,august
Audi,Q3,Premium,32864,23900,2018,august
Lincoln,MKZ,Hybrid,26293,18800,2013,august
Jeep,Cherokee,Altitude,29071,17600,2016,august
Hyundai,Sonata Hybrid,SE,48647,15100,2016,august
Jeep,Cherokee,Latitude,30027,17200,2016,august
Toyota,Highlander,XLE,35940,27500,2016,august
Mazda,CX-5,Touring,27135,20200,2016,august
Jeep,Wrangler,Unlimited Sport,31036,28300,2015,august
Subaru,Crosstrek,2.0i Premium,25775,20700,2017,august
Mercedes-Ben...,E-Class,E 350,41469,28600,2014,august
Nissan,Frontier Crew Cab,SV 5 ft,17298,22400,2018,august
FIAT,124 Spider,Abarth,3795,25100,2017,august
Kia,Optima,SX Turbo,32275,17000,2015,august
Volkswagen,Passat,1.8T S,8416,15200,2016,august
Ford,F150 SuperCrew Ca...,FX2 5 1/2 ft,48874,27100,2014,august
Acura,RDX,RDX,33730,24200,2016,august
Dodge,Challenger,SXT Plus,42610,22100,2016,august
Cadillac,SRX,Luxury Collection,51289,22700,2016,august
Ford,Mustang,GT,22292,26800,2015,august
Subaru,WRX,WRX,34516,22200,2017,august
Dodge,Charger,SXT,32448,21000,2016,august
GMC,Acadia,Denali,52761,28600,2017,august
INFINITI,QX70,3.7,52419,26700,2016,august
Honda,CR-V,EX-L,60481,16600,2013,august
Acura,RDX,RDX,42840,26100,2016,august
BMW,3 Series,328i xDrive,43071,20700,2015,august
GMC,Acadia,SLE-2,20640,26500,2018,august
Dodge,Grand Caravan Pas...,SXT,13209,18700,2016,august
Hyundai,Accent,SE,45458,12700,2017,august
Toyota,Camry Hybrid,XLE,21211,26500,2018,august
Cadillac,SRX,Luxury Collection,36245,24200,2016,august
Subaru,Outback,2.5i,49276,20500,2017,august
GMC,Acadia,SLT-1,32564,24300,2016,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,12998,28300,2016,august
Honda,Accord,Sport,27833,16100,2014,august
Hyundai,Sonata,SE,22610,14900,2016,august
Toyota,Corolla,LE,39845,14300,2016,august
Nissan,Rogue,SV,70548,14800,2015,august
Cadillac,CTS,2.0 Luxury Collection,22308,24800,2016,august
Ram,1500 Crew Cab,Laramie Longhorn 5 1/2 ft,59118,29300,2014,august
Jeep,Cherokee,Latitude,32257,18500,2016,august
Jeep,Compass,Latitude,9945,17800,2016,august
Ford,Focus,SE,20095,13200,2017,august
Kia,Sedona,LX,23551,22800,2018,august
BMW,X4,xDrive28i,65827,25800,2016,august
Kia,Sedona,EX,50363,19300,2016,august
Chevrolet,Camaro,LT,16975,24000,2018,august
Audi,Q5,2.0T Premium,43987,23400,2016,august
Nissan,Altima,2.5 S,3333,21600,2019,august
Ford,Explorer,Limited,53701,27300,2017,august
Mazda,MX-5 Miata,Club,2613,24400,2018,august
Chevrolet,Traverse,LT,31582,23100,2017,august
Chevrolet,Traverse,LT,39953,21700,2016,august
Jeep,Grand Cherokee,Laredo E,29722,24500,2017,august
Jeep,Cherokee,Latitude,19308,18300,2016,august
Hyundai,Sonata,Sport,20776,15900,2017,august
Jeep,Cherokee,Latitude,26890,17800,2016,august
Ram,1500 Crew Cab,Lone Star 5 1/2 ft,30818,25100,2017,august
Cadillac,SRX,Luxury Collection,30590,22900,2016,august
Ford,Fusion,SE,16854,15800,2017,august
Chevrolet,Camaro,LT,41077,20100,2016,august
Nissan,Altima,2.5 SV,68282,14200,2017,august
Chevrolet,Traverse,LS,48615,19200,2016,august
Chrysler,Pacifica,Limited,31234,29200,2017,august
Toyota,Camry,LE,35074,17200,2018,august
Dodge,Charger,SXT,67005,17300,2016,august
Toyota,Sienna,L,22031,25200,2018,august
Jeep,Grand Cherokee,Laredo,10403,28900,2018,august
Jeep,Grand Cherokee,Limited,49420,27700,2017,august
Chevrolet,Camaro,SS,51969,23100,2015,august
Honda,Civic,Si,20236,21900,2018,august
Honda,Civic,EX,63676,14000,2014,august
Nissan,JUKE,S,43999,13900,2013,august
Nissan,Murano,SV,58598,19100,2016,august
Ford,Explorer,Limited,62174,21000,2014,august
Jeep,Cherokee,Limited,8454,21600,2016,august
Audi,Q5,2.0T Premium,33701,22500,2016,august
Volkswagen,Passat,1.8T SEL,51568,16100,2016,august
Buick,Regal,Sport Touring,25038,16300,2017,august
Volkswagen,Touareg,VR6 Sport,67114,17200,2013,august
Chrysler,Town & Country,Touring,52646,18700,2016,august
Chrysler,200,Touring,22431,14500,2017,august
Hyundai,Sonata,GLS,17936,13200,2013,august
Ford,Edge,SE,46735,16800,2016,august
Cadillac,XTS,Luxury,35225,25200,2018,august
Buick,Encore,Preferred II,4329,18800,2017,august
Dodge,Durango,Limited,32098,25400,2015,august
Honda,Accord Hybrid,EX-L,28699,24900,2017,august
Chevrolet,Bolt EV,LT,21300,24100,2018,august
Nissan,Sentra,S,36706,13600,2017,august
Ford,Mustang,GT Premium,32894,28300,2018,august
Hyundai,Tucson,Limited,65860,17300,2016,august
Ford,F150 Regular Cab,XL 6 1/2 ft,14449,22300,2018,august
Chevrolet,Traverse,LS,35766,18600,2016,august
Ford,Explorer,XLT,11470,27600,2018,august
Nissan,Altima,2.5 S,9521,20800,2019,august
Nissan,Versa Note,S Plus,14317,13100,2017,august
Mazda,MX-5 Miata,Grand Touring,8894,23400,2016,august
Hyundai,Sonata,Sonata,45608,13500,2017,august
Acura,RLX,RLX,47268,23000,2016,august
Nissan,Frontier Crew Cab,SV 6 ft,10630,24900,2017,august
Jeep,Cherokee,Limited,38115,21300,2016,august
Lexus,CT,CT 200h,25446,21700,2016,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,20865,29000,2017,august
Ram,1500 Quad Cab,Big Horn 6 1/3 ft,38464,25700,2017,august
Jeep,Grand Cherokee,Summit,67190,23900,2014,august
Hyundai,Genesis,3.8,29568,21800,2016,august
Ford,F150 Super Cab,XL 6 1/2 ft,19946,25200,2017,august
Subaru,WRX,WRX Limited,32232,22600,2015,august
Nissan,Pathfinder,SV,49025,19300,2017,august
Nissan,Pathfinder,SL,49560,18400,2013,august
Kia,Sedona,EX,22159,22100,2016,august
Kia,Optima,EX,37211,14700,2015,august
Cadillac,SRX,Luxury Collection,29126,25300,2016,august
Acura,MDX,MDX,47733,24100,2016,august
Ford,C-MAX Hybrid,SE,47274,14400,2017,august
BMW,3 Series,340i,43368,26100,2016,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,35897,29000,2017,august
Honda,HR-V,EX-L,70143,17100,2016,august
Nissan,Murano,SV,46987,20000,2015,august
INFINITI,M,M37x,103754,15700,2011,august
Ford,Fusion,Titanium,15518,19000,2018,august
Nissan,Sentra,SR,15526,14500,2018,august
Jeep,Wrangler,Unlimited Sahara,96761,21600,2010,august
Hyundai,Santa Fe Sport,2.0T,47410,16600,2014,august
Subaru,WRX,WRX STI,25493,28100,2016,august
Jeep,Cherokee,Sport,57987,15500,2017,august
Ford,Fusion,Titanium,31746,17800,2018,august
GMC,Canyon Crew Cab,SLE 5 ft,17618,26400,2016,august
INFINITI,QX50,QX50,37782,22200,2016,august
Hyundai,Elantra,Limited,16036,13800,2016,august
Hyundai,Elantra,SE,25204,13400,2017,august
Chevrolet,Cruze,LS,6053,15800,2018,august
Toyota,Highlander,SE,96109,16800,2011,august
Nissan,Pathfinder,SV,57385,18900,2016,august
Toyota,Highlander,LE,32144,27600,2018,august
Dodge,Challenger,SXT,16336,21800,2017,august
Cadillac,XTS,Luxury,32298,23400,2018,august
Cadillac,ATS,2.0L Turbo Standard,25398,18700,2016,august
Chevrolet,Spark EV,1LT,15358,11400,2016,august
Toyota,RAV4,XLE,55737,17400,2016,august
Honda,Odyssey,EX-L,42595,25400,2016,august
Chevrolet,Equinox,LT,11946,19000,2016,august
Toyota,Corolla,LE,48735,15000,2016,august
INFINITI,Q60,2.0t Pure,25809,28000,2018,august
Jeep,Compass,High Altitude Edition,28162,15800,2016,august
Jeep,Grand Cherokee,Overland,74596,19000,2012,august
Dodge,Challenger,R/T Shaker,17088,28700,2016,august
Hyundai,Sonata,SE,20213,14900,2016,august
Porsche,Cayenne,Cayenne,72702,29000,2014,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,21872,26300,2016,august
Jeep,Compass,Latitude,2703,22100,2018,august
Jeep,Cherokee,Limited,48017,19200,2015,august
Hyundai,Tucson,Sport,37750,17100,2016,august
INFINITI,Q50,3.7 Premium,20963,22000,2015,august
Dodge,Challenger,SXT,31966,20000,2016,august
Ford,Fiesta,SE,6015,13900,2018,august
Acura,RDX,RDX,45469,24700,2017,august
BMW,5 Series,535i,45425,25900,2016,august
Kia,Sorento,LX,46336,15200,2015,august
INFINITI,QX,QX56,74016,28300,2013,august
Lexus,IS,IS 250,58994,16600,2012,august
Hyundai,Elantra,SE,31322,13100,2017,august
